duration,campaign,poutcome,deposit_num
789,3,unknown,1
792,3,unknown,1
833,2,unknown,1
814,2,unknown,1
1363,2,unknown,1
1109,3,unknown,1
828,3,unknown,1
917,1,unknown,1
762,3,unknown,1
1133,2,unknown,1
638,1,unknown,1
763,1,unknown,1
604,2,unknown,1
854,2,unknown,1
855,2,unknown,1
1269,1,unknown,1
691,10,unknown,1
1097,15,unknown,1
1236,2,unknown,1
886,3,unknown,1
1343,3,unknown,1
812,3,unknown,1
1980,2,unknown,1
984,2,unknown,1
228,2,unknown,1
891,4,unknown,1
745,12,unknown,1
539,12,unknown,1
1044,5,unknown,1
1193,2,unknown,1
526,2,unknown,1
394,1,unknown,1
659,2,unknown,1
1036,1,unknown,1
815,1,unknown,1
563,1,unknown,1
1068,1,unknown,1
230,3,unknown,1
747,2,unknown,1
671,5,unknown,1
555,5,unknown,1
777,4,unknown,1
707,14,unknown,1
432,4,unknown,1
1173,3,unknown,1
963,2,unknown,1
941,3,unknown,1
1025,7,unknown,1
732,2,unknown,1
1045,3,unknown,1
768,1,unknown,1
801,1,unknown,1
482,2,unknown,1
2456,2,unknown,1
1363,7,unknown,1
1336,4,unknown,1
633,1,unknown,1
524,15,unknown,1
578,1,unknown,1
984,2,unknown,1
638,1,unknown,1
767,2,unknown,1
525,2,unknown,1
563,1,unknown,1
1449,6,unknown,1
920,1,unknown,1
908,1,unknown,1
208,1,unknown,1
910,2,unknown,1
1446,1,unknown,1
1149,2,unknown,1
1123,1,unknown,1
508,2,unknown,1
736,2,unknown,1
590,3,unknown,1
636,1,unknown,1
701,1,unknown,1
761,2,unknown,1
1558,1,unknown,1
1053,2,unknown,1
562,15,unknown,1
494,5,unknown,1
1018,3,unknown,1
884,4,unknown,1
709,5,unknown,1
1276,2,unknown,1
381,2,unknown,1
862,11,unknown,1
460,4,unknown,1
467,3,unknown,1
648,2,unknown,1
2653,3,unknown,1
1085,1,unknown,1
369,2,unknown,1
685,3,unknown,1
1055,10,unknown,1
882,1,unknown,1
901,1,unknown,1
700,1,unknown,1
491,6,unknown,1
940,1,unknown,1
3881,3,unknown,1
486,3,unknown,1
1137,3,unknown,1
878,3,unknown,1
583,4,unknown,1
1159,4,unknown,1
893,8,unknown,1
867,1,unknown,1
706,1,unknown,1
1199,1,unknown,1
935,1,unknown,1
586,1,unknown,1
967,2,unknown,1
595,2,unknown,1
1290,2,unknown,1
614,2,unknown,1
885,1,unknown,1
651,5,unknown,1
993,6,unknown,1
577,2,unknown,1
1141,6,unknown,1
1268,2,unknown,1
1243,7,unknown,1
465,3,unknown,1
513,2,unknown,1
686,11,unknown,1
741,4,unknown,1
617,1,unknown,1
1093,1,unknown,1
1395,2,unknown,1
1089,1,unknown,1
1248,3,unknown,1
721,3,unknown,1
750,2,unknown,1
637,6,unknown,1
2769,4,unknown,1
556,1,unknown,1
522,1,unknown,1
1345,3,unknown,1
676,2,unknown,1
775,3,unknown,1
2621,3,unknown,1
1029,1,unknown,1
371,2,unknown,1
1528,2,unknown,1
1540,1,unknown,1
973,1,unknown,1
707,1,unknown,1
625,2,unknown,1
1255,1,unknown,1
704,4,unknown,1
1574,3,unknown,1
1135,4,unknown,1
1007,1,unknown,1
1318,3,unknown,1
922,2,unknown,1
585,1,unknown,1
952,4,unknown,1
834,1,unknown,1
651,3,unknown,1
683,3,unknown,1
1012,1,unknown,1
958,7,unknown,1
973,2,unknown,1
911,1,unknown,1
382,7,unknown,1
1210,1,unknown,1
838,1,unknown,1
422,1,unknown,1
1098,2,unknown,1
1663,1,unknown,1
560,3,unknown,1
1617,1,unknown,1
570,2,unknown,1
1023,3,unknown,1
585,2,unknown,1
693,3,unknown,1
546,10,unknown,1
1036,5,unknown,1
1409,2,unknown,1
988,4,unknown,1
498,2,unknown,1
670,3,unknown,1
662,2,unknown,1
528,2,unknown,1
519,3,unknown,1
677,3,unknown,1
3183,2,unknown,1
422,6,unknown,1
856,2,unknown,1
479,9,unknown,1
1135,2,unknown,1
650,2,unknown,1
587,3,unknown,1
676,1,unknown,1
584,1,unknown,1
1044,3,unknown,1
494,4,unknown,1
615,2,unknown,1
718,2,unknown,1
434,3,unknown,1
782,1,unknown,1
722,3,unknown,1
621,2,unknown,1
629,2,unknown,1
385,5,unknown,1
889,1,unknown,1
532,1,unknown,1
574,1,unknown,1
599,1,unknown,1
849,1,unknown,1
973,3,unknown,1
719,2,unknown,1
509,4,unknown,1
740,1,unknown,1
534,1,unknown,1
531,1,unknown,1
634,1,unknown,1
460,3,unknown,1
681,1,unknown,1
1082,1,unknown,1
730,1,unknown,1
716,5,unknown,1
803,2,unknown,1
635,1,unknown,1
819,3,unknown,1
658,2,unknown,1
1061,4,unknown,1
687,2,unknown,1
537,1,unknown,1
781,1,unknown,1
645,1,unknown,1
1242,1,unknown,1
662,1,unknown,1
625,1,unknown,1
426,3,unknown,1
869,1,unknown,1
556,5,unknown,1
359,5,unknown,1
1014,1,unknown,1
1290,4,unknown,1
564,5,unknown,1
1439,6,unknown,1
919,2,unknown,1
1426,3,unknown,1
901,1,unknown,1
998,4,unknown,1
804,1,unknown,1
961,1,unknown,1
720,2,unknown,1
1341,7,unknown,1
634,1,unknown,1
829,5,unknown,1
476,4,unknown,1
724,1,unknown,1
500,1,unknown,1
2029,1,unknown,1
1499,3,unknown,1
1399,1,unknown,1
1187,3,unknown,1
487,1,unknown,1
1097,3,unknown,1
1060,2,unknown,1
764,2,unknown,1
1120,2,unknown,1
963,2,unknown,1
1973,2,unknown,1
911,2,unknown,1
853,2,unknown,1
1649,2,unknown,1
1397,3,unknown,1
766,3,unknown,1
788,2,unknown,1
1130,3,unknown,1
1062,4,unknown,1
1669,2,unknown,1
1336,4,unknown,1
444,3,unknown,1
894,7,unknown,1
805,3,unknown,1
1056,2,unknown,1
815,4,unknown,1
808,3,unknown,1
860,4,unknown,1
881,1,unknown,1
981,1,unknown,1
1001,3,unknown,1
514,5,unknown,1
716,3,unknown,1
769,4,unknown,1
889,5,unknown,1
448,5,unknown,1
767,5,unknown,1
578,1,unknown,1
1806,4,unknown,1
496,1,unknown,1
586,1,unknown,1
689,1,unknown,1
555,1,unknown,1
686,6,unknown,1
435,1,unknown,1
873,2,unknown,1
1222,1,unknown,1
988,1,unknown,1
1019,11,unknown,1
709,2,unknown,1
561,9,unknown,1
1018,2,unknown,1
1039,2,unknown,1
781,2,unknown,1
1656,5,unknown,1
923,2,unknown,1
1275,1,unknown,1
342,2,unknown,1
1008,2,unknown,1
538,2,unknown,1
795,1,unknown,1
1027,1,unknown,1
1584,2,unknown,1
582,2,unknown,1
1448,7,unknown,1
656,3,unknown,1
1208,1,unknown,1
1175,2,unknown,1
536,5,unknown,1
991,5,unknown,1
1153,4,unknown,1
623,3,unknown,1
1081,2,unknown,1
978,1,unknown,1
536,1,unknown,1
968,1,unknown,1
278,2,unknown,1
560,1,unknown,1
640,3,unknown,1
420,1,unknown,1
658,2,unknown,1
641,1,unknown,1
635,3,unknown,1
588,7,unknown,1
1373,4,unknown,1
913,4,unknown,1
799,2,unknown,1
1139,2,unknown,1
1105,2,unknown,1
854,1,unknown,1
919,2,unknown,1
733,3,unknown,1
553,1,unknown,1
710,1,unknown,1
891,4,unknown,1
691,10,unknown,1
1877,1,unknown,1
1130,8,unknown,1
577,2,unknown,1
1342,2,unknown,1
1002,3,unknown,1
985,11,unknown,1
1360,3,unknown,1
1134,5,unknown,1
712,6,unknown,1
1077,1,unknown,1
560,1,unknown,1
1545,1,unknown,1
654,2,unknown,1
1833,2,unknown,1
1508,1,unknown,1
598,5,unknown,1
1237,7,unknown,1
864,4,unknown,1
1037,8,unknown,1
802,11,unknown,1
754,1,unknown,1
870,1,unknown,1
633,1,unknown,1
690,1,unknown,1
529,1,unknown,1
1152,2,unknown,1
956,9,unknown,1
957,3,unknown,1
1327,2,unknown,1
228,2,unknown,1
808,1,unknown,1
638,2,unknown,1
1201,6,unknown,1
1309,4,unknown,1
1359,6,unknown,1
416,4,unknown,1
532,2,unknown,1
430,4,unknown,1
853,2,unknown,1
1204,1,unknown,1
1484,24,unknown,1
1441,2,unknown,1
454,1,unknown,1
651,1,unknown,1
1491,2,unknown,1
903,1,unknown,1
873,8,unknown,1
901,2,unknown,1
821,2,unknown,1
367,2,unknown,1
458,9,unknown,1
1602,6,unknown,1
1492,2,unknown,1
1422,2,unknown,1
728,2,unknown,1
979,2,unknown,1
616,5,unknown,1
784,1,unknown,1
1000,1,unknown,1
695,1,unknown,1
1946,4,unknown,1
362,8,unknown,1
743,13,unknown,1
2015,1,unknown,1
1031,8,unknown,1
590,8,unknown,1
1330,3,unknown,1
946,3,unknown,1
1448,17,unknown,1
279,4,unknown,1
661,4,unknown,1
1369,9,unknown,1
653,4,unknown,1
458,7,unknown,1
664,8,unknown,1
699,3,unknown,1
939,3,unknown,1
1169,2,unknown,1
837,3,unknown,1
596,4,unknown,1
383,3,unknown,1
1009,7,unknown,1
1096,4,unknown,1
867,2,unknown,1
551,3,unknown,1
890,4,unknown,1
874,2,unknown,1
710,2,unknown,1
600,2,unknown,1
2516,2,unknown,1
1058,2,unknown,1
884,1,unknown,1
616,13,unknown,1
808,3,unknown,1
1011,6,unknown,1
1013,29,unknown,1
684,2,unknown,1
843,2,unknown,1
542,2,unknown,1
788,2,unknown,1
988,2,unknown,1
814,2,unknown,1
694,2,unknown,1
441,5,unknown,1
1171,4,unknown,1
729,4,unknown,1
509,2,unknown,1
1089,4,unknown,1
1211,2,unknown,1
458,3,unknown,1
540,8,unknown,1
761,4,unknown,1
695,2,unknown,1
764,4,unknown,1
675,3,unknown,1
782,8,unknown,1
962,4,unknown,1
481,3,unknown,1
812,3,unknown,1
630,6,unknown,1
1088,17,unknown,1
1150,5,unknown,1
574,2,unknown,1
725,4,unknown,1
463,6,unknown,1
662,13,unknown,1
727,4,unknown,1
1107,2,unknown,1
829,4,unknown,1
1212,4,unknown,1
1142,5,unknown,1
1721,5,unknown,1
1032,4,unknown,1
846,1,unknown,1
870,1,unknown,1
1165,1,unknown,1
1110,1,unknown,1
1488,2,unknown,1
603,3,unknown,1
641,2,unknown,1
837,2,unknown,1
553,1,unknown,1
794,1,unknown,1
836,1,unknown,1
1134,1,unknown,1
607,3,unknown,1
1536,1,unknown,1
515,3,unknown,1
935,1,unknown,1
1051,2,unknown,1
1200,2,unknown,1
531,3,unknown,1
766,2,unknown,1
1311,2,unknown,1
618,2,unknown,1
875,2,unknown,1
419,3,unknown,1
1227,2,unknown,1
1357,4,unknown,1
455,4,unknown,1
406,2,unknown,1
902,3,unknown,1
740,2,unknown,1
501,2,unknown,1
835,2,unknown,1
720,2,unknown,1
836,4,unknown,1
490,2,unknown,1
763,2,unknown,1
649,4,unknown,1
641,6,unknown,1
738,2,unknown,1
1044,4,unknown,1
482,2,unknown,1
1249,4,unknown,1
996,1,unknown,1
1250,4,unknown,1
1471,7,unknown,1
1456,3,unknown,1
395,2,unknown,1
663,4,unknown,1
674,2,unknown,1
526,2,unknown,1
401,3,unknown,1
1321,9,unknown,1
797,2,unknown,1
352,2,unknown,1
670,1,unknown,1
429,3,unknown,1
1182,1,unknown,1
876,1,unknown,1
895,3,unknown,1
341,5,unknown,1
994,2,unknown,1
507,4,unknown,1
317,4,unknown,1
512,4,unknown,1
809,2,unknown,1
523,2,unknown,1
669,2,unknown,1
780,4,unknown,1
459,2,unknown,1
1000,1,unknown,1
733,3,unknown,1
848,1,unknown,1
1242,3,unknown,1
922,7,unknown,1
1206,4,unknown,1
856,3,unknown,1
386,4,unknown,1
384,6,unknown,1
1070,2,unknown,1
610,4,unknown,1
699,7,unknown,1
917,4,unknown,1
608,2,unknown,1
734,4,unknown,1
1238,1,unknown,1
1242,5,unknown,1
444,3,unknown,1
418,5,unknown,1
1080,3,unknown,1
479,1,unknown,1
645,2,unknown,1
506,2,unknown,1
768,2,unknown,1
1134,2,unknown,1
396,3,unknown,1
507,2,unknown,1
439,4,unknown,1
1133,4,unknown,1
587,2,unknown,1
696,2,unknown,1
645,8,unknown,1
473,6,unknown,1
559,4,unknown,1
1092,5,unknown,1
453,3,unknown,1
1307,4,unknown,1
1344,1,unknown,1
432,3,unknown,1
1613,1,unknown,1
664,3,unknown,1
1735,4,unknown,1
940,10,unknown,1
1842,2,unknown,1
969,2,unknown,1
823,2,unknown,1
618,9,unknown,1
526,2,unknown,1
846,5,unknown,1
1149,6,unknown,1
665,2,unknown,1
641,4,unknown,1
404,6,unknown,1
657,7,unknown,1
737,4,unknown,1
871,4,unknown,1
838,4,unknown,1
379,6,unknown,1
851,8,unknown,1
990,1,unknown,1
529,1,unknown,1
1148,2,unknown,1
904,6,unknown,1
707,2,unknown,1
632,4,unknown,1
593,4,unknown,1
552,2,unknown,1
857,2,unknown,1
518,2,unknown,1
834,14,unknown,1
1184,4,unknown,1
1151,2,unknown,1
1231,4,unknown,1
904,3,unknown,1
1871,3,unknown,1
773,4,unknown,1
762,3,unknown,1
671,4,unknown,1
638,6,unknown,1
594,4,unknown,1
625,4,unknown,1
882,8,unknown,1
528,5,unknown,1
309,4,unknown,1
471,8,unknown,1
520,7,unknown,1
1576,8,unknown,1
504,7,unknown,1
998,6,unknown,1
194,2,unknown,1
645,14,unknown,1
1293,8,unknown,1
950,6,unknown,1
1032,3,unknown,1
836,3,unknown,1
480,1,unknown,1
921,2,unknown,1
467,2,unknown,1
552,5,unknown,1
875,4,unknown,1
588,6,unknown,1
1408,5,unknown,1
921,6,unknown,1
627,2,unknown,1
625,6,unknown,1
703,2,unknown,1
1503,2,unknown,1
644,4,unknown,1
913,4,unknown,1
788,6,unknown,1
946,4,unknown,1
1532,2,unknown,1
793,10,unknown,1
81,1,unknown,1
1877,3,unknown,1
1123,4,unknown,1
576,2,unknown,1
579,2,unknown,1
520,2,unknown,1
1258,2,unknown,1
528,2,unknown,1
686,2,unknown,1
604,6,unknown,1
1241,11,unknown,1
735,1,unknown,1
626,3,unknown,1
363,7,unknown,1
961,4,unknown,1
472,6,unknown,1
1152,6,unknown,1
606,6,unknown,1
497,5,unknown,1
630,7,unknown,1
366,3,unknown,1
1374,10,unknown,1
372,5,unknown,1
664,11,unknown,1
388,6,unknown,1
428,2,unknown,1
609,13,unknown,1
581,6,unknown,1
1033,4,unknown,1
1040,6,unknown,1
672,6,unknown,1
512,8,unknown,1
976,12,unknown,1
645,9,unknown,1
523,3,unknown,1
1642,3,unknown,1
583,17,unknown,1
965,4,unknown,1
2372,6,unknown,1
1126,4,unknown,1
908,1,unknown,1
643,2,unknown,1
695,2,unknown,1
270,1,unknown,1
235,1,unknown,1
3253,1,unknown,1
478,1,unknown,1
133,1,unknown,1
312,1,unknown,1
718,1,unknown,1
2016,1,unknown,1
294,1,unknown,1
519,1,other,1
144,1,failure,1
187,1,unknown,1
676,1,unknown,1
157,1,unknown,1
181,1,unknown,1
313,1,unknown,1
80,1,unknown,1
134,1,unknown,1
518,1,success,1
112,1,unknown,1
97,1,unknown,1
305,1,unknown,1
228,1,unknown,1
376,1,unknown,1
131,1,unknown,1
251,1,unknown,1
125,1,unknown,1
135,1,unknown,1
540,1,unknown,1
171,1,unknown,1
11,1,unknown,1
248,1,unknown,1
234,1,unknown,1
132,1,unknown,1
154,1,unknown,1
160,1,unknown,1
227,1,unknown,1
158,1,unknown,1
615,1,unknown,1
399,1,unknown,1
465,1,unknown,1
268,1,unknown,1
253,1,unknown,1
669,1,unknown,1
234,1,unknown,1
150,1,unknown,1
154,1,unknown,1
299,1,unknown,1
524,1,unknown,1
248,1,unknown,1
486,1,unknown,1
158,1,unknown,1
114,1,failure,1
378,1,unknown,1
494,1,unknown,1
90,1,unknown,1
160,1,unknown,1
239,1,unknown,1
162,1,unknown,1
132,1,unknown,1
172,1,unknown,1
160,1,unknown,1
179,1,unknown,1
1789,1,unknown,1
1077,1,unknown,1
564,1,unknown,1
1303,1,unknown,1
696,2,unknown,1
761,1,unknown,1
540,2,unknown,1
1091,2,success,1
1210,2,failure,1
652,2,failure,1
454,1,unknown,1
514,2,unknown,1
1978,1,unknown,1
854,1,unknown,1
1164,2,unknown,1
676,1,unknown,1
486,1,unknown,1
596,1,other,1
924,1,unknown,1
897,3,unknown,1
1855,1,unknown,1
1034,1,unknown,1
578,2,unknown,1
1181,2,unknown,1
716,2,other,1
1437,2,unknown,1
482,1,unknown,1
898,1,unknown,1
1122,4,unknown,1
511,1,unknown,1
1554,1,unknown,1
686,1,unknown,1
925,1,unknown,1
1015,1,other,1
489,3,unknown,1
694,2,unknown,1
853,1,unknown,1
561,1,unknown,1
424,2,other,1
998,1,unknown,1
1057,1,unknown,1
522,1,success,1
472,1,unknown,1
623,1,other,1
337,1,unknown,1
589,2,unknown,1
644,4,unknown,1
1792,2,unknown,1
1468,3,unknown,1
709,2,unknown,1
639,2,success,1
1720,3,unknown,1
276,1,failure,1
477,1,unknown,1
670,1,unknown,1
405,1,unknown,1
531,1,unknown,1
628,1,unknown,1
1192,1,unknown,1
283,1,unknown,1
454,1,unknown,1
728,1,unknown,1
993,1,unknown,1
755,1,other,1
994,1,failure,1
1503,2,unknown,1
871,5,unknown,1
329,4,unknown,1
531,1,failure,1
931,4,unknown,1
593,1,unknown,1
691,1,unknown,1
1258,2,other,1
677,1,unknown,1
1490,3,unknown,1
562,2,unknown,1
705,1,unknown,1
1035,1,unknown,1
736,1,unknown,1
253,1,unknown,1
888,2,failure,1
370,2,other,1
500,2,failure,1
488,1,unknown,1
1025,2,unknown,1
768,3,unknown,1
758,1,unknown,1
653,1,unknown,1
841,2,unknown,1
871,3,unknown,1
952,2,unknown,1
1341,3,failure,1
1598,4,unknown,1
945,2,unknown,1
1059,2,unknown,1
615,3,failure,1
517,1,unknown,1
714,1,unknown,1
729,1,unknown,1
591,1,failure,1
1158,9,unknown,1
614,1,unknown,1
558,1,unknown,1
530,1,failure,1
648,1,unknown,1
609,2,unknown,1
530,1,unknown,1
529,1,unknown,1
641,1,unknown,1
957,1,failure,1
758,1,unknown,1
963,1,unknown,1
796,5,failure,1
1022,1,unknown,1
553,3,unknown,1
372,1,unknown,1
849,1,unknown,1
555,4,unknown,1
316,3,other,1
850,1,unknown,1
749,2,unknown,1
902,1,other,1
1074,1,unknown,1
980,2,unknown,1
549,2,unknown,1
654,1,unknown,1
834,1,unknown,1
1571,1,unknown,1
664,3,unknown,1
579,9,unknown,1
373,3,unknown,1
504,2,failure,1
314,4,unknown,1
663,4,unknown,1
681,4,unknown,1
808,2,unknown,1
775,3,unknown,1
705,6,unknown,1
965,2,unknown,1
1222,2,unknown,1
534,2,unknown,1
1555,2,unknown,1
925,5,unknown,1
8,1,unknown,1
119,1,unknown,1
1387,1,unknown,1
1232,1,unknown,1
829,1,unknown,1
769,1,unknown,1
1199,2,unknown,1
1451,2,unknown,1
944,3,unknown,1
968,2,unknown,1
1101,1,unknown,1
470,1,unknown,1
801,1,unknown,1
750,1,unknown,1
1165,1,unknown,1
1473,1,unknown,1
692,2,unknown,1
1917,2,unknown,1
1451,1,unknown,1
2770,1,unknown,1
771,1,unknown,1
726,2,unknown,1
931,1,unknown,1
922,5,unknown,1
1776,2,unknown,1
707,2,other,1
1136,2,unknown,1
215,1,failure,1
803,1,unknown,1
781,1,unknown,1
125,1,unknown,1
1086,1,unknown,1
749,1,unknown,1
699,1,failure,1
492,1,unknown,1
588,1,unknown,1
935,1,unknown,1
430,1,unknown,1
302,1,unknown,1
177,1,unknown,1
626,1,unknown,1
938,1,unknown,1
521,1,unknown,1
670,3,unknown,1
285,1,unknown,1
402,1,unknown,1
751,2,failure,1
1420,3,unknown,1
1425,2,unknown,1
1223,2,unknown,1
467,2,unknown,1
289,2,other,1
297,1,unknown,1
369,1,unknown,1
189,1,unknown,1
360,1,unknown,1
251,1,unknown,1
650,1,unknown,1
261,1,failure,1
152,2,other,1
157,1,unknown,1
1393,1,unknown,1
261,1,unknown,1
372,1,unknown,1
182,2,success,1
1404,4,unknown,1
1776,2,unknown,1
546,3,failure,1
489,1,unknown,1
192,2,unknown,1
426,2,unknown,1
736,1,unknown,1
1416,1,unknown,1
193,2,unknown,1
80,2,unknown,1
136,3,unknown,1
1579,1,failure,1
572,2,other,1
1164,1,failure,1
133,4,unknown,1
974,1,unknown,1
136,4,unknown,1
467,1,unknown,1
1226,1,unknown,1
206,1,unknown,1
765,2,unknown,1
976,2,unknown,1
945,2,unknown,1
1290,2,unknown,1
146,3,unknown,1
1381,4,unknown,1
1121,2,unknown,1
2775,2,unknown,1
128,3,unknown,1
676,1,unknown,1
699,1,unknown,1
642,1,failure,1
810,1,failure,1
1916,2,other,1
578,1,unknown,1
656,1,unknown,1
686,2,other,1
158,3,unknown,1
744,3,unknown,1
1017,4,unknown,1
1661,2,unknown,1
1138,2,unknown,1
136,10,unknown,1
263,8,unknown,1
550,4,unknown,1
1019,2,unknown,1
158,1,success,1
751,1,unknown,1
141,1,unknown,1
192,2,unknown,1
178,1,unknown,1
860,2,unknown,1
156,1,unknown,1
984,2,unknown,1
241,2,unknown,1
591,8,unknown,1
229,6,unknown,1
787,3,other,1
912,3,unknown,1
1183,2,unknown,1
1541,1,unknown,1
126,1,success,1
479,1,unknown,1
190,1,unknown,1
123,1,unknown,1
253,21,unknown,1
835,3,unknown,1
1971,4,unknown,1
97,1,failure,1
277,1,unknown,1
154,1,unknown,1
147,1,unknown,1
503,1,unknown,1
515,1,unknown,1
154,2,success,1
132,6,unknown,1
446,1,unknown,1
354,2,unknown,1
152,2,unknown,1
109,3,unknown,1
280,4,unknown,1
227,1,unknown,1
118,4,failure,1
262,1,unknown,1
165,2,unknown,1
99,1,unknown,1
121,1,unknown,1
119,1,unknown,1
71,1,unknown,1
75,3,unknown,1
158,2,failure,1
152,3,unknown,1
439,5,unknown,1
706,1,unknown,1
138,2,unknown,1
93,5,unknown,1
127,1,other,1
261,2,unknown,1
170,2,unknown,1
91,3,unknown,1
138,2,unknown,1
331,1,unknown,1
92,2,unknown,1
232,2,unknown,1
88,1,unknown,1
104,1,unknown,1
127,1,unknown,1
221,2,unknown,1
226,1,unknown,1
120,1,unknown,1
185,1,unknown,1
323,1,unknown,1
113,1,unknown,1
202,4,unknown,1
466,4,unknown,1
475,1,unknown,1
147,1,unknown,1
172,10,unknown,1
343,1,unknown,1
185,1,unknown,1
134,2,unknown,1
83,3,unknown,1
355,3,unknown,1
442,2,unknown,1
208,4,unknown,1
268,5,unknown,1
654,3,unknown,1
245,1,unknown,1
152,1,unknown,1
367,1,unknown,1
361,1,unknown,1
210,2,unknown,1
97,1,unknown,1
195,1,success,1
194,1,failure,1
412,5,unknown,1
353,1,unknown,1
172,1,unknown,1
342,2,unknown,1
131,2,unknown,1
87,2,unknown,1
115,1,unknown,1
156,1,unknown,1
79,1,unknown,1
233,1,other,1
712,4,unknown,1
378,4,unknown,1
116,1,unknown,1
239,1,unknown,1
175,5,unknown,1
120,3,unknown,1
382,2,unknown,1
143,2,unknown,1
631,1,unknown,1
83,1,unknown,1
499,1,unknown,1
350,3,unknown,1
426,1,unknown,1
320,1,unknown,1
156,1,unknown,1
168,1,unknown,1
180,2,unknown,1
305,13,unknown,1
96,2,unknown,1
377,6,unknown,1
82,3,unknown,1
308,2,failure,1
63,2,unknown,1
181,1,unknown,1
106,1,unknown,1
112,2,failure,1
199,5,unknown,1
195,1,unknown,1
229,1,unknown,1
227,1,unknown,1
266,1,unknown,1
207,2,success,1
131,4,unknown,1
116,1,unknown,1
217,2,unknown,1
350,2,failure,1
112,1,unknown,1
80,1,unknown,1
106,1,unknown,1
272,1,unknown,1
122,1,unknown,1
135,1,unknown,1
93,1,unknown,1
266,2,unknown,1
95,4,unknown,1
126,1,unknown,1
323,1,unknown,1
188,3,unknown,1
101,1,unknown,1
80,4,unknown,1
80,2,unknown,1
119,1,unknown,1
139,1,unknown,1
1209,2,unknown,1
3076,1,unknown,1
296,2,unknown,1
392,4,unknown,1
406,2,failure,1
220,1,unknown,1
195,1,unknown,1
187,1,unknown,1
299,2,unknown,1
325,2,unknown,1
232,2,failure,1
278,2,unknown,1
194,1,unknown,1
224,1,unknown,1
201,1,unknown,1
167,1,unknown,1
220,3,unknown,1
415,1,unknown,1
115,1,unknown,1
132,1,unknown,1
144,2,unknown,1
